# profile=azure rate=1.4 seed=11 prompt_mean=2048 output_mean=6144
# arrival_ms  prompt_tokens  output_tokens
1879.2	1226	6206
2401.7	3598	4351
2470.9	6497	6303
2481.9	1431	4759
2504.1	1236	8473
3248.9	1364	5697
7660.3	2182	4829
7713.3	2711	7855
10023.2	129	5548
10746.4	2461	4272
13169.4	2145	5079
13214.4	2385	6207
13368.5	2062	6386
13766.2	744	2447
13938.6	445	6370
17243.9	751	7239
17499.9	1617	6381
17939.7	5392	7830
18086.8	2626	3182
20141.0	6051	5614
20169.8	3489	6767
21434.1	1686	3232
21486.0	527	9399
21725.5	3069	5701
21866.8	850	4363
23480.8	2779	5677
23760.6	1790	9752
25556.3	660	4791
27006.7	1843	5080
27690.5	226	7117
28658.0	1707	6494
28848.6	2511	12322
29063.8	1928	6807
30683.2	613	4471
31877.7	890	5265
32377.4	902	5671
32552.9	957	5846
33883.8	5318	7542
34153.1	487	5018
34188.1	1958	7130
35387.9	564	5586
35531.6	798	7258
36225.9	2622	6699
36666.1	11761	5070
38206.4	1163	3401
39448.8	2963	6432
39730.2	1058	5489
40795.2	1338	7078
41092.3	2291	4040
42028.9	7401	9231
44198.9	601	5988
45149.5	2140	8779
45421.6	417	7620
46807.3	6246	6156
47366.5	1383	5954
48542.7	1652	6525
49106.3	64	7914
49573.2	494	5770
49728.0	15606	3750
50011.1	759	3950
50221.2	505	5575
50609.8	1441	3887
51350.9	1857	8774
51543.8	9714	7951
51819.4	3147	4585
52763.9	905	7893
53900.5	519	3617
55665.7	1416	5900
55818.3	277	5978
55933.8	740	5405
56222.0	1229	5367
56231.8	10022	4349
57211.1	1139	4124
57222.5	13209	6568
57889.2	2002	7257
59653.8	7476	7713
61306.3	9331	10552
61360.6	862	3973
62116.9	1752	4595
62743.1	1485	9071
65652.2	2243	5568
65813.7	1104	6189
68350.6	4181	3416
69408.4	505	4190
70110.1	1054	6358
70360.0	2355	3964
70620.8	2602	8468
71103.1	2427	7287
73966.4	4690	3466
74418.2	1435	5375
74869.8	567	4874
75431.9	2196	8676
75762.4	445	6374
76507.2	2213	4784
77232.5	357	7187
77973.3	938	4681
78987.8	3120	4544
79209.5	2915	4813
80227.8	4250	5451
81773.5	1655	6729
82883.2	594	6432
83152.1	4250	5155
83481.1	2369	9099
85570.1	4252	7350
85854.0	127	7696
86187.5	985	5380
86348.6	2219	6672
86963.1	172	7715
86979.8	1440	16515
87762.2	1921	3274
87877.6	4027	4965
88954.4	1573	5410
91517.4	2310	6292
92432.2	4050	9720
93858.9	2152	10147
94265.6	1182	5438
94435.5	1159	5254
95211.0	2295	3874
95862.6	651	4856
96800.9	1649	4687
96941.5	2433	6727
97426.6	3611	10354
97916.0	937	5939
101355.3	1879	3644
101700.3	6753	6266
101827.1	942	8699
102579.7	1454	3868
102655.7	1289	7648
103812.5	292	4228
104366.6	895	4289
104834.3	2294	6541
105206.6	229	9591
105215.8	710	4308
105670.9	2446	6389
