# profile=poisson rate=40.0 seed=11 prompt_mean=2048 output_mean=256
# arrival_ms  prompt_tokens  output_tokens
0.0	1805	427
17.7	2054	237
57.1	1357	270
157.8	2091	220
204.0	1988	231
219.3	2311	172
221.1	2514	357
300.4	769	212
325.2	2422	143
408.4	2296	186
409.9	2392	251
415.2	2261	262
428.8	1521	62
434.8	1245	261
548.2	1527	316
557.0	2056	262
572.1	3285	356
577.1	2483	92
647.6	3436	216
648.6	2774	286
692.0	2090	94
693.8	1330	468
702.0	2639	221
706.9	1602	148
762.3	2539	219
771.9	2140	494
833.5	1452	170
883.3	2164	186
906.7	957	308
939.9	2101	268
946.5	2441	702
953.9	2202	288
1009.4	1411	153
1050.4	1630	196
1067.6	1639	219
1073.6	1678	229
1119.3	3268	336
1128.5	1289	182
1129.7	2216	309
1170.9	1365	214
1175.8	1563	317
1199.7	2482	281
1214.8	4449	185
1267.6	1809	101
1310.3	2603	265
1319.9	1744	209
1356.5	1911	306
1366.7	2355	132
1398.8	3716	455
1473.3	1399	238
1505.9	2294	422
1515.3	1214	341
1562.8	3479	248
1582.0	1935	236
1622.4	2074	270
1641.7	580	361
1657.8	1297	225
1663.1	4967	118
1672.8	1532	127
1680.0	1308	213
1693.3	1967	124
1718.8	2170	422
1725.4	4131	364
1734.8	2665	159
1767.3	1641	360
1806.3	1322	111
1866.9	1953	232
1872.1	1036	237
1876.1	1518	204
1885.9	1849	202
1886.3	4181	147
1919.9	1794	136
1920.3	4655	273
1943.2	2235	317
2003.7	3731	348
2060.4	4066	557
2073.5	2224	183
2073.7	1515	262
2146.1	2239	308
2165.1	2563	296
2178.0	1773	250
2263.3	2976	102
2298.9	1308	139
2322.6	1741	260
2331.0	2381	128
2339.7	2475	400
2356.0	2408	319
2452.4	3112	104
2467.6	1963	202
2482.8	1368	174
2501.7	2317	415
2512.8	1246	261
2537.9	2324	170
2562.3	1144	313
2587.2	1664	164
2621.4	2656	157
2628.8	2586	171
2663.1	2995	206
2715.1	2076	283
2752.5	1393	265
2761.5	2995	190
2772.6	2386	446
2842.9	2995	323
2852.4	765	346
2863.7	1696	202
2869.1	2326	280
2889.8	860	348
2890.3	1966	1090
2916.7	2199	96
2920.5	2933	179
2956.8	2035	204
3043.1	2363	256
3073.8	2939	492
3121.9	2299	525
3135.5	1821	206
3141.3	1807	195
3167.4	2357	123
3189.3	1444	173
3220.9	2072	164
3225.6	2411	283
3241.9	2811	541
3258.4	1664	235
3374.2	2180	113
3385.8	3586	254
3390.0	1667	416
3415.4	1973	123
3417.9	1883	343
3456.9	1058	141
3475.5	1634	144
3491.2	2356	271
3503.8	962	482
3504.1	1493	145
3519.4	2416	262
3531.2	1992	188
3558.7	1604	301
3631.2	2208	109
3633.6	2776	153
3678.9	2047	180
3682.3	1813	407
3700.2	2814	346
3710.2	1825	179
3810.6	3213	251
3820.7	1468	141
3838.5	2085	245
3855.8	909	635
3861.3	1580	145
3891.2	1649	249
3911.7	2064	329
3968.5	1337	316
3988.4	1355	311
4010.8	1372	147
4031.8	1280	151
4041.9	2104	269
4122.0	2157	192
4151.2	3595	32
4196.8	2763	205
4255.7	1990	133
4265.3	2439	159
4267.1	1281	232
4268.5	2466	173
4281.1	1624	603
4294.7	2437	359
4353.2	1181	174
4363.0	2637	177
4364.2	1530	225
4372.9	1631	262
4426.0	2346	279
4455.7	3093	152
4464.9	2254	167
4492.2	2543	682
4514.5	1526	143
4516.9	3234	242
4518.0	2094	87
4520.3	1136	176
4540.2	1756	65
4557.5	1249	275
4584.3	2737	237
4613.1	2483	119
4619.8	1645	667
4626.6	1910	261
4627.5	2361	359
4632.4	1918	217
4672.5	2108	310
4676.4	1711	158
4695.1	1366	164
4699.4	3791	207
4705.5	1876	202
4706.5	1351	176
4708.5	3490	174
4728.6	1444	391
4738.9	1212	261
4749.4	4562	428
4764.9	1278	152
4771.0	1721	242
4776.6	1395	177
4901.9	4218	159
4903.7	2306	165
4916.2	1549	145
4948.4	1619	128
4966.7	1239	118
4967.5	1583	240
4998.1	1140	268
5003.9	1217	205
5054.1	1526	198
5055.1	2369	390
5082.9	2655	358
5160.5	2571	258
5174.5	1798	202
5191.6	1646	200
5196.2	2194	143
5209.9	1165	327
5240.0	1203	206
5253.0	1133	262
5262.8	824	247
5290.4	1350	180
5361.8	2983	271
5375.2	875	371
5435.3	1938	165
5441.8	2218	207
5458.8	2351	287
5503.2	2938	81
5512.6	2948	311
5536.9	1901	200
5571.5	1978	173
5576.4	1944	134
5613.3	1899	145
5631.0	2581	289
5662.5	1647	415
5676.1	2678	145
5703.8	1580	93
5717.4	2195	125
5843.8	1370	226
5853.0	1556	340
5952.1	1550	276
5956.0	1548	361
5972.8	1375	111
5980.8	1404	201
5982.1	1701	143
6128.7	1895	342
6130.2	2104	263
6200.1	1569	285
6200.7	1537	138
6235.8	1523	258
6275.0	2437	179
6282.2	2044	201
6309.0	2583	272
6317.2	2757	144
6351.0	980	258
6355.9	1645	207
6375.2	2696	288
6484.7	625	160
6515.3	1476	195
6526.4	2193	266
6550.3	2251	245
6595.7	2372	288
6607.9	1283	259
6608.7	2211	276
6675.8	1299	133
6789.5	1236	229
6835.3	5804	287
6876.5	1815	328
6884.7	2114	282
6901.5	887	346
6941.4	1385	95
6986.2	1454	130
7010.2	3611	287
7037.8	1846	193
7062.7	1377	277
7066.1	2395	553
7077.2	2980	197
7090.3	1082	167
7103.4	1827	389
7133.8	1319	74
7162.1	1280	165
7185.0	1863	212
7199.6	2833	366
7206.6	1811	347
7220.2	1133	447
7240.0	1306	163
7267.6	769	280
7278.9	1867	323
7366.9	1333	340
7518.0	1187	185
7524.1	1758	168
7526.3	1089	334
7533.6	3857	294
7549.4	1240	245
7552.4	2470	232
7573.4	1946	307
7586.7	1368	212
7602.1	2470	496
7615.1	3159	425
7615.4	3143	131
7616.1	1378	215
7623.7	1575	660
7696.9	2090	387
7705.7	2338	193
7721.9	1659	222
7767.1	1103	245
7773.4	1313	175
7779.9	2580	122
7864.7	2979	260
7873.6	2259	174
7891.8	2262	151
7899.7	2623	368
7908.1	2167	190
7950.9	3125	402
7976.3	2764	190
8079.2	2605	316
8094.1	1845	136
8095.9	2402	420
8101.8	1725	311
8153.6	1893	212
8181.6	3200	293
8219.3	1187	162
8223.8	1544	237
8245.1	2653	262
8343.7	1369	175
8376.5	2046	165
8390.7	2261	216
8397.2	2281	86
8398.1	2538	245
8402.2	2360	306
8407.8	2032	435
8472.2	2303	74
8504.6	1595	176
8511.9	1253	180
8520.1	2012	466
8539.7	2604	308
8541.1	2906	308
8556.1	1445	462
8577.0	1711	114
8580.2	2946	265
8581.0	4153	366
8583.0	1965	238
8600.2	1040	204
8602.3	1892	154
8612.5	1897	335
8636.3	2561	523
8654.6	2348	207
8665.2	1364	238
8693.3	1859	330
8697.4	1449	321
8704.2	2183	236
8756.6	1505	184
8789.0	3171	239
8825.0	1583	198
8885.5	3114	321
8924.6	1740	305
8940.7	1924	163
8993.4	906	96
9046.9	1842	154
9116.8	1405	204
9125.9	1550	242
9146.9	2686	183
9156.2	1931	170
9164.9	1812	381
9170.2	1808	168
9203.5	833	230
9219.1	1704	142
9230.7	1844	185
9284.5	2093	245
9294.6	2663	329
9312.4	943	141
9316.7	2803	176
9333.8	3247	230
9355.2	2231	123
9371.6	1519	314
9429.9	1934	508
9446.7	1897	393
9457.2	1527	468
9488.3	1647	234
9527.5	4061	350
9532.7	3119	607
9584.4	4012	285
9596.5	1760	126
9633.8	2451	190
9639.0	2556	385
9704.5	2728	193
9723.0	1911	422
9739.0	2342	132
9745.9	1723	135
9764.6	1766	156
9844.5	1290	422
9864.7	2660	237
9901.1	2009	430
9910.7	3036	309
9924.8	1228	129
9939.2	1305	288
9952.1	2553	254
9983.1	1895	134
9998.9	2907	255
10101.8	1387	234
10114.5	2634	499
10129.4	1669	219
10153.8	1784	340
10169.9	2925	90
10263.5	2565	385
10272.3	2554	200
10278.7	2739	406
10309.8	1171	305
10333.5	1458	331
10378.9	1642	459
10413.3	2052	331
10432.9	2472	154
10451.7	1919	574
10478.9	1002	215
10502.2	1831	397
10537.8	1337	373
10581.8	1744	182
10582.4	1546	156
10634.0	2725	174
10636.2	3789	162
10665.9	2532	390
10676.2	2576	224
10690.8	2979	175
10714.9	1624	169
10776.7	2189	158
10782.8	1487	109
10784.0	2183	411
10805.8	2980	164
10833.3	2290	223
10853.9	1682	175
10861.5	1264	254
10864.5	2848	234
10919.0	2885	345
10936.4	1768	232
10955.2	2115	341
10955.7	1702	422
10964.1	3645	412
10979.3	1678	149
11067.8	2032	79
11086.0	1362	261
11106.7	3073	380
11128.5	1335	597
11134.6	1796	171
11159.6	2171	243
11184.9	892	473
11186.4	1469	142
11196.0	831	118
11219.9	2048	323
11251.3	1324	267
11256.5	1542	562
11353.9	2532	168
11371.0	1143	191
11372.2	1716	118
11433.7	1312	231
11454.6	1587	279
11504.6	1701	332
11540.3	2217	310
11544.8	2776	452
11606.8	1644	159
11632.4	1515	241
11636.4	2093	196
11637.4	2098	478
11649.9	2925	145
11680.7	1482	182
11715.3	3399	346
11727.8	1561	397
11900.2	3481	195
11903.7	2144	163
11909.0	1544	164
11914.3	2502	247
11914.3	1670	155
11946.4	1796	206
11980.2	1794	257
11981.1	1808	350
12009.2	1676	316
12057.6	1766	258
12064.1	1101	112
12107.6	1732	376
12161.5	2082	551
12253.6	1092	280
12253.8	1889	271
12271.7	2357	171
12289.3	2604	434
12302.0	1890	212
12330.3	1505	199
12366.4	1837	92
12372.4	1903	284
12400.5	1412	251
12469.0	1716	294
12469.9	2288	268
12478.9	2642	260
12543.2	1303	113
12547.0	3362	336
12567.0	1688	505
12577.3	1645	320
12580.4	1437	381
12606.3	1693	254
12636.6	2242	393
12688.9	3098	277
12702.1	1533	194
12749.0	3358	356
12774.7	1548	368
12786.6	1473	621
12788.8	1044	186
12794.4	1548	122
12795.2	2937	195
12798.4	2051	211
12808.0	1189	57
12858.7	2027	300
12879.0	1807	405
12895.0	3189	131
12908.4	1989	324
12947.3	2388	178
12962.9	2032	319
13009.6	1988	106
13032.0	2285	236
13047.5	1229	140
13069.3	2665	685
13138.5	1578	165
